    Sensor_ID        Date  Soil_Moisture(%)  Soil_pH  Temperature(C)  Humidity(%) Crop_Type  Fertilizer_Recommended(kg/ha)  Irrigation_Recommended(mm) Drone_Image_ID  Average_Soil_Moisture
200  SEN-1200  2025-07-20            54.940     5.15            34.3        67.80  Tomatoes                          109.3                        16.8       IMG-2200              44.827237
201  SEN-1201  2025-07-21            15.890     6.40            30.5        33.30  Tomatoes                          108.3                        14.5       IMG-2201              44.827237
202  SEN-1202  2025-07-22            21.310     7.56            24.0        74.90     Wheat                           60.1                        17.9       IMG-2202              44.827237
203  SEN-1203  2025-07-23            72.900     7.06            23.0        49.10     Maize                          108.1                        15.3       IMG-2203              44.827237
204  SEN-1204  2025-07-24            52.450     7.32            23.9        30.00     Wheat                           55.5                        10.0       IMG-2204              44.827237
205  SEN-1205  2025-07-25            10.640     6.81            31.2        60.70   Lettuce                           44.6                        15.3       IMG-2205              44.827237
206  SEN-1206  2025-07-26            17.100     6.92            29.2        32.80     Wheat                          114.2                         6.8       IMG-2206              44.827237
207  SEN-1207  2025-07-27            56.450     7.47            21.1        46.60     Beans                           43.6                        19.4       IMG-2207              44.827237
208  SEN-1208  2025-07-28            10.350     5.37            21.0        72.40     Wheat                          149.6                        26.3       IMG-2208              44.827237
209  SEN-1209  2025-07-29            21.260     6.21            19.7        33.80  Tomatoes                           52.0                        23.1       IMG-2209              44.827237
210  SEN-1210  2025-07-30            48.410     5.27            29.2        80.40   Lettuce                          101.3                        14.0       IMG-2210              44.827237
211  SEN-1211  2025-07-31            58.430     7.96            31.0        30.20     Beans                           79.4                         7.2       IMG-2211              44.827237
212  SEN-1212  2025-08-01            55.640     7.80            22.5        44.80     Wheat                           45.2                        10.1       IMG-2212              44.827237
213  SEN-1213  2025-08-02            25.700     4.64            18.4        74.50   Lettuce                           33.3                        18.6       IMG-2213              44.827237
214  SEN-1214  2025-08-03            59.850     6.97            19.4        49.00   Lettuce                          104.7                        10.2       IMG-2214              44.827237
215  SEN-1215  2025-08-04            26.610     7.74            34.5        36.10     Beans                          126.8                        18.6       IMG-2215              44.827237
216  SEN-1216  2025-08-05            32.780     5.13            23.0        51.60     Wheat                          131.0                        10.8       IMG-2216              44.827237
217  SEN-1217  2025-08-06            62.250     6.49            31.1        46.20   Lettuce                           87.9                        26.2       IMG-2217              44.827237
218  SEN-1218  2025-08-07            55.470     7.70            28.6        80.60   Lettuce                          123.3                        14.9       IMG-2218              44.827237
219  SEN-1219  2025-08-08            69.450     4.62            24.5        48.80     Maize                          110.7                        11.1       IMG-2219              44.827237
220  SEN-1220  2025-08-09            56.030     6.94            21.5        77.30   Lettuce                          116.9                        25.3       IMG-2220              44.827237
221  SEN-1221  2025-08-10            49.780     5.54            20.1        83.50     Maize                           89.1                        13.6       IMG-2221              44.827237
222  SEN-1222  2025-08-11            16.560     7.74            28.5        56.00     Wheat                          106.0                         7.8       IMG-2222              44.827237
223  SEN-1223  2025-08-12            35.740     7.90            31.2        84.60     Wheat                          126.7                        19.3       IMG-2223              44.827237
224  SEN-1224  2025-08-13            28.560     7.80            28.9        52.60     Wheat                           77.7                        19.5       IMG-2224              44.827237
225  SEN-1225  2025-08-14            27.080     6.16            27.0        87.80  Tomatoes                          126.7                        22.9       IMG-2225              44.827237
226  SEN-1226  2025-08-15            78.110     7.52            18.7        35.40     Wheat                          101.0                        11.0       IMG-2226              44.827237
227  SEN-1227  2025-08-16            37.520     7.46            34.5        71.20   Lettuce                           49.9                        16.1       IMG-2227              44.827237
228  SEN-1228  2025-08-17            72.440     5.62            31.6        59.60     Beans                           33.0                        12.1       IMG-2228              44.827237
229  SEN-1229  2025-08-18            54.180     7.40            23.0        53.30     Maize                           73.5                         7.0       IMG-2229              44.827237
230  SEN-1230  2025-08-19            65.640     4.63            34.7        68.00  Tomatoes                           95.6                        26.9       IMG-2230              44.827237
231  SEN-1231  2025-08-20            45.180     6.59            28.2        72.20     Wheat                          130.8                        23.2       IMG-2231              44.827237
